image,map,fixation
COCO_train2014_000000001958.jpg,COCO_train2014_000000001958.png,COCO_train2014_000000001958.bmp
COCO_train2014_000000001966.jpg,COCO_train2014_000000001966.png,COCO_train2014_000000001966.bmp
COCO_train2014_000000001994.jpg,COCO_train2014_000000001994.png,COCO_train2014_000000001994.bmp
COCO_train2014_000000002007.jpg,COCO_train2014_000000002007.png,COCO_train2014_000000002007.bmp
COCO_train2014_000000002217.jpg,COCO_train2014_000000002217.png,COCO_train2014_000000002217.bmp
COCO_train2014_000000002258.jpg,COCO_train2014_000000002258.png,COCO_train2014_000000002258.bmp
COCO_train2014_000000002270.jpg,COCO_train2014_000000002270.png,COCO_train2014_000000002270.bmp
COCO_train2014_000000002281.jpg,COCO_train2014_000000002281.png,COCO_train2014_000000002281.bmp
COCO_train2014_000000002284.jpg,COCO_train2014_000000002284.png,COCO_train2014_000000002284.bmp
COCO_train2014_000000002347.jpg,COCO_train2014_000000002347.png,COCO_train2014_000000002347.bmp
COCO_train2014_000000002429.jpg,COCO_train2014_000000002429.png,COCO_train2014_000000002429.bmp
COCO_train2014_000000002448.jpg,COCO_train2014_000000002448.png,COCO_train2014_000000002448.bmp
COCO_train2014_000000002608.jpg,COCO_train2014_000000002608.png,COCO_train2014_000000002608.bmp
COCO_train2014_000000002664.jpg,COCO_train2014_000000002664.png,COCO_train2014_000000002664.bmp
COCO_train2014_000000002691.jpg,COCO_train2014_000000002691.png,COCO_train2014_000000002691.bmp
COCO_train2014_000000002697.jpg,COCO_train2014_000000002697.png,COCO_train2014_000000002697.bmp
COCO_train2014_000000002742.jpg,COCO_train2014_000000002742.png,COCO_train2014_000000002742.bmp
COCO_train2014_000000002754.jpg,COCO_train2014_000000002754.png,COCO_train2014_000000002754.bmp
COCO_train2014_000000002782.jpg,COCO_train2014_000000002782.png,COCO_train2014_000000002782.bmp
COCO_train2014_000000002842.jpg,COCO_train2014_000000002842.png,COCO_train2014_000000002842.bmp
COCO_train2014_000000002860.jpg,COCO_train2014_000000002860.png,COCO_train2014_000000002860.bmp
COCO_train2014_000000003219.jpg,COCO_train2014_000000003219.png,COCO_train2014_000000003219.bmp
COCO_train2014_000000003320.jpg,COCO_train2014_000000003320.png,COCO_train2014_000000003320.bmp
COCO_train2014_000000003366.jpg,COCO_train2014_000000003366.png,COCO_train2014_000000003366.bmp
COCO_train2014_000000003478.jpg,COCO_train2014_000000003478.png,COCO_train2014_000000003478.bmp
COCO_train2014_000000003535.jpg,COCO_train2014_000000003535.png,COCO_train2014_000000003535.bmp
COCO_train2014_000000003579.jpg,COCO_train2014_000000003579.png,COCO_train2014_000000003579.bmp
COCO_train2014_000000003671.jpg,COCO_train2014_000000003671.png,COCO_train2014_000000003671.bmp
COCO_train2014_000000003713.jpg,COCO_train2014_000000003713.png,COCO_train2014_000000003713.bmp
COCO_train2014_000000003729.jpg,COCO_train2014_000000003729.png,COCO_train2014_000000003729.bmp
COCO_train2014_000000003782.jpg,COCO_train2014_000000003782.png,COCO_train2014_000000003782.bmp
COCO_train2014_000000003860.jpg,COCO_train2014_000000003860.png,COCO_train2014_000000003860.bmp
COCO_train2014_000000003870.jpg,COCO_train2014_000000003870.png,COCO_train2014_000000003870.bmp
COCO_train2014_000000003877.jpg,COCO_train2014_000000003877.png,COCO_train2014_000000003877.bmp
COCO_train2014_000000003911.jpg,COCO_train2014_000000003911.png,COCO_train2014_000000003911.bmp
COCO_train2014_000000003915.jpg,COCO_train2014_000000003915.png,COCO_train2014_000000003915.bmp
COCO_train2014_000000003917.jpg,COCO_train2014_000000003917.png,COCO_train2014_000000003917.bmp
COCO_train2014_000000003992.jpg,COCO_train2014_000000003992.png,COCO_train2014_000000003992.bmp
COCO_train2014_000000004057.jpg,COCO_train2014_000000004057.png,COCO_train2014_000000004057.bmp
COCO_train2014_000000004065.jpg,COCO_train2014_000000004065.png,COCO_train2014_000000004065.bmp
COCO_train2014_000000004140.jpg,COCO_train2014_000000004140.png,COCO_train2014_000000004140.bmp
COCO_train2014_000000004180.jpg,COCO_train2014_000000004180.png,COCO_train2014_000000004180.bmp
COCO_train2014_000000004331.jpg,COCO_train2014_000000004331.png,COCO_train2014_000000004331.bmp
COCO_train2014_000000004385.jpg,COCO_train2014_000000004385.png,COCO_train2014_000000004385.bmp
COCO_train2014_000000004421.jpg,COCO_train2014_000000004421.png,COCO_train2014_000000004421.bmp
COCO_train2014_000000004463.jpg,COCO_train2014_000000004463.png,COCO_train2014_000000004463.bmp
COCO_train2014_000000004488.jpg,COCO_train2014_000000004488.png,COCO_train2014_000000004488.bmp
COCO_train2014_000000004578.jpg,COCO_train2014_000000004578.png,COCO_train2014_000000004578.bmp
COCO_train2014_000000004587.jpg,COCO_train2014_000000004587.png,COCO_train2014_000000004587.bmp
COCO_train2014_000000004595.jpg,COCO_train2014_000000004595.png,COCO_train2014_000000004595.bmp
COCO_train2014_000000004616.jpg,COCO_train2014_000000004616.png,COCO_train2014_000000004616.bmp
COCO_train2014_000000004622.jpg,COCO_train2014_000000004622.png,COCO_train2014_000000004622.bmp
COCO_train2014_000000004662.jpg,COCO_train2014_000000004662.png,COCO_train2014_000000004662.bmp
COCO_train2014_000000004684.jpg,COCO_train2014_000000004684.png,COCO_train2014_000000004684.bmp
COCO_train2014_000000004694.jpg,COCO_train2014_000000004694.png,COCO_train2014_000000004694.bmp
COCO_train2014_000000004714.jpg,COCO_train2014_000000004714.png,COCO_train2014_000000004714.bmp
COCO_train2014_000000004761.jpg,COCO_train2014_000000004761.png,COCO_train2014_000000004761.bmp
COCO_train2014_000000004794.jpg,COCO_train2014_000000004794.png,COCO_train2014_000000004794.bmp
COCO_train2014_000000004820.jpg,COCO_train2014_000000004820.png,COCO_train2014_000000004820.bmp
COCO_train2014_000000004823.jpg,COCO_train2014_000000004823.png,COCO_train2014_000000004823.bmp
COCO_train2014_000000004830.jpg,COCO_train2014_000000004830.png,COCO_train2014_000000004830.bmp
COCO_train2014_000000004968.jpg,COCO_train2014_000000004968.png,COCO_train2014_000000004968.bmp
COCO_train2014_000000005011.jpg,COCO_train2014_000000005011.png,COCO_train2014_000000005011.bmp
COCO_train2014_000000005018.jpg,COCO_train2014_000000005018.png,COCO_train2014_000000005018.bmp
COCO_train2014_000000005028.jpg,COCO_train2014_000000005028.png,COCO_train2014_000000005028.bmp
COCO_train2014_000000005086.jpg,COCO_train2014_000000005086.png,COCO_train2014_000000005086.bmp
COCO_train2014_000000005115.jpg,COCO_train2014_000000005115.png,COCO_train2014_000000005115.bmp
COCO_train2014_000000005156.jpg,COCO_train2014_000000005156.png,COCO_train2014_000000005156.bmp
COCO_train2014_000000005169.jpg,COCO_train2014_000000005169.png,COCO_train2014_000000005169.bmp
COCO_train2014_000000005198.jpg,COCO_train2014_000000005198.png,COCO_train2014_000000005198.bmp
COCO_train2014_000000005288.jpg,COCO_train2014_000000005288.png,COCO_train2014_000000005288.bmp
COCO_train2014_000000005383.jpg,COCO_train2014_000000005383.png,COCO_train2014_000000005383.bmp
COCO_train2014_000000005424.jpg,COCO_train2014_000000005424.png,COCO_train2014_000000005424.bmp
COCO_train2014_000000005472.jpg,COCO_train2014_000000005472.png,COCO_train2014_000000005472.bmp
COCO_train2014_000000005508.jpg,COCO_train2014_000000005508.png,COCO_train2014_000000005508.bmp
COCO_train2014_000000005574.jpg,COCO_train2014_000000005574.png,COCO_train2014_000000005574.bmp
COCO_train2014_000000005589.jpg,COCO_train2014_000000005589.png,COCO_train2014_000000005589.bmp
COCO_train2014_000000005632.jpg,COCO_train2014_000000005632.png,COCO_train2014_000000005632.bmp
COCO_train2014_000000005638.jpg,COCO_train2014_000000005638.png,COCO_train2014_000000005638.bmp
COCO_train2014_000000005643.jpg,COCO_train2014_000000005643.png,COCO_train2014_000000005643.bmp
COCO_train2014_000000005649.jpg,COCO_train2014_000000005649.png,COCO_train2014_000000005649.bmp
COCO_train2014_000000005688.jpg,COCO_train2014_000000005688.png,COCO_train2014_000000005688.bmp
COCO_train2014_000000005862.jpg,COCO_train2014_000000005862.png,COCO_train2014_000000005862.bmp
COCO_train2014_000000005917.jpg,COCO_train2014_000000005917.png,COCO_train2014_000000005917.bmp
COCO_train2014_000000006004.jpg,COCO_train2014_000000006004.png,COCO_train2014_000000006004.bmp
COCO_train2014_000000006233.jpg,COCO_train2014_000000006233.png,COCO_train2014_000000006233.bmp
COCO_train2014_000000006327.jpg,COCO_train2014_000000006327.png,COCO_train2014_000000006327.bmp
COCO_train2014_000000006465.jpg,COCO_train2014_000000006465.png,COCO_train2014_000000006465.bmp
COCO_train2014_000000006572.jpg,COCO_train2014_000000006572.png,COCO_train2014_000000006572.bmp
COCO_train2014_000000006590.jpg,COCO_train2014_000000006590.png,COCO_train2014_000000006590.bmp
COCO_train2014_000000006595.jpg,COCO_train2014_000000006595.png,COCO_train2014_000000006595.bmp
COCO_train2014_000000006709.jpg,COCO_train2014_000000006709.png,COCO_train2014_000000006709.bmp
COCO_train2014_000000006710.jpg,COCO_train2014_000000006710.png,COCO_train2014_000000006710.bmp
COCO_train2014_000000006725.jpg,COCO_train2014_000000006725.png,COCO_train2014_000000006725.bmp
COCO_train2014_000000006730.jpg,COCO_train2014_000000006730.png,COCO_train2014_000000006730.bmp
COCO_train2014_000000006747.jpg,COCO_train2014_000000006747.png,COCO_train2014_000000006747.bmp
COCO_train2014_000000006842.jpg,COCO_train2014_000000006842.png,COCO_train2014_000000006842.bmp
COCO_train2014_000000007090.jpg,COCO_train2014_000000007090.png,COCO_train2014_000000007090.bmp
COCO_train2014_000000007150.jpg,COCO_train2014_000000007150.png,COCO_train2014_000000007150.bmp
COCO_train2014_000000007220.jpg,COCO_train2014_000000007220.png,COCO_train2014_000000007220.bmp
COCO_train2014_000000007221.jpg,COCO_train2014_000000007221.png,COCO_train2014_000000007221.bmp
COCO_train2014_000000007318.jpg,COCO_train2014_000000007318.png,COCO_train2014_000000007318.bmp
COCO_train2014_000000007367.jpg,COCO_train2014_000000007367.png,COCO_train2014_000000007367.bmp
COCO_train2014_000000007539.jpg,COCO_train2014_000000007539.png,COCO_train2014_000000007539.bmp
COCO_train2014_000000007650.jpg,COCO_train2014_000000007650.png,COCO_train2014_000000007650.bmp
COCO_train2014_000000007685.jpg,COCO_train2014_000000007685.png,COCO_train2014_000000007685.bmp
COCO_train2014_000000007713.jpg,COCO_train2014_000000007713.png,COCO_train2014_000000007713.bmp
COCO_train2014_000000007781.jpg,COCO_train2014_000000007781.png,COCO_train2014_000000007781.bmp
COCO_train2014_000000007890.jpg,COCO_train2014_000000007890.png,COCO_train2014_000000007890.bmp
COCO_train2014_000000007946.jpg,COCO_train2014_000000007946.png,COCO_train2014_000000007946.bmp
COCO_train2014_000000008014.jpg,COCO_train2014_000000008014.png,COCO_train2014_000000008014.bmp
COCO_train2014_000000008064.jpg,COCO_train2014_000000008064.png,COCO_train2014_000000008064.bmp
COCO_train2014_000000008321.jpg,COCO_train2014_000000008321.png,COCO_train2014_000000008321.bmp
COCO_train2014_000000008356.jpg,COCO_train2014_000000008356.png,COCO_train2014_000000008356.bmp
COCO_train2014_000000008422.jpg,COCO_train2014_000000008422.png,COCO_train2014_000000008422.bmp
COCO_train2014_000000008553.jpg,COCO_train2014_000000008553.png,COCO_train2014_000000008553.bmp
COCO_train2014_000000008559.jpg,COCO_train2014_000000008559.png,COCO_train2014_000000008559.bmp
COCO_train2014_000000008587.jpg,COCO_train2014_000000008587.png,COCO_train2014_000000008587.bmp
COCO_train2014_000000008733.jpg,COCO_train2014_000000008733.png,COCO_train2014_000000008733.bmp
COCO_train2014_000000008734.jpg,COCO_train2014_000000008734.png,COCO_train2014_000000008734.bmp
COCO_train2014_000000008776.jpg,COCO_train2014_000000008776.png,COCO_train2014_000000008776.bmp
COCO_train2014_000000008848.jpg,COCO_train2014_000000008848.png,COCO_train2014_000000008848.bmp
COCO_train2014_000000008856.jpg,COCO_train2014_000000008856.png,COCO_train2014_000000008856.bmp
COCO_train2014_000000008936.jpg,COCO_train2014_000000008936.png,COCO_train2014_000000008936.bmp
COCO_train2014_000000009012.jpg,COCO_train2014_000000009012.png,COCO_train2014_000000009012.bmp
COCO_train2014_000000009057.jpg,COCO_train2014_000000009057.png,COCO_train2014_000000009057.bmp
COCO_train2014_000000009119.jpg,COCO_train2014_000000009119.png,COCO_train2014_000000009119.bmp
COCO_train2014_000000009148.jpg,COCO_train2014_000000009148.png,COCO_train2014_000000009148.bmp
COCO_train2014_000000009425.jpg,COCO_train2014_000000009425.png,COCO_train2014_000000009425.bmp
COCO_train2014_000000009460.jpg,COCO_train2014_000000009460.png,COCO_train2014_000000009460.bmp
COCO_train2014_000000009462.jpg,COCO_train2014_000000009462.png,COCO_train2014_000000009462.bmp
COCO_train2014_000000009479.jpg,COCO_train2014_000000009479.png,COCO_train2014_000000009479.bmp
COCO_train2014_000000009511.jpg,COCO_train2014_000000009511.png,COCO_train2014_000000009511.bmp
COCO_train2014_000000009615.jpg,COCO_train2014_000000009615.png,COCO_train2014_000000009615.bmp
COCO_train2014_000000009656.jpg,COCO_train2014_000000009656.png,COCO_train2014_000000009656.bmp
COCO_train2014_000000009708.jpg,COCO_train2014_000000009708.png,COCO_train2014_000000009708.bmp
COCO_train2014_000000009712.jpg,COCO_train2014_000000009712.png,COCO_train2014_000000009712.bmp
COCO_train2014_000000009760.jpg,COCO_train2014_000000009760.png,COCO_train2014_000000009760.bmp
COCO_train2014_000000009789.jpg,COCO_train2014_000000009789.png,COCO_train2014_000000009789.bmp
COCO_train2014_000000009843.jpg,COCO_train2014_000000009843.png,COCO_train2014_000000009843.bmp
COCO_train2014_000000009866.jpg,COCO_train2014_000000009866.png,COCO_train2014_000000009866.bmp
COCO_train2014_000000009919.jpg,COCO_train2014_000000009919.png,COCO_train2014_000000009919.bmp
COCO_train2014_000000010046.jpg,COCO_train2014_000000010046.png,COCO_train2014_000000010046.bmp
COCO_train2014_000000010083.jpg,COCO_train2014_000000010083.png,COCO_train2014_000000010083.bmp
COCO_train2014_000000010175.jpg,COCO_train2014_000000010175.png,COCO_train2014_000000010175.bmp
COCO_train2014_000000010176.jpg,COCO_train2014_000000010176.png,COCO_train2014_000000010176.bmp
COCO_train2014_000000010229.jpg,COCO_train2014_000000010229.png,COCO_train2014_000000010229.bmp
COCO_train2014_000000010230.jpg,COCO_train2014_000000010230.png,COCO_train2014_000000010230.bmp
COCO_train2014_000000010346.jpg,COCO_train2014_000000010346.png,COCO_train2014_000000010346.bmp
COCO_train2014_000000010540.jpg,COCO_train2014_000000010540.png,COCO_train2014_000000010540.bmp
COCO_train2014_000000010545.jpg,COCO_train2014_000000010545.png,COCO_train2014_000000010545.bmp
COCO_train2014_000000010701.jpg,COCO_train2014_000000010701.png,COCO_train2014_000000010701.bmp
COCO_train2014_000000010728.jpg,COCO_train2014_000000010728.png,COCO_train2014_000000010728.bmp
COCO_train2014_000000010817.jpg,COCO_train2014_000000010817.png,COCO_train2014_000000010817.bmp
COCO_train2014_000000010877.jpg,COCO_train2014_000000010877.png,COCO_train2014_000000010877.bmp
COCO_train2014_000000010881.jpg,COCO_train2014_000000010881.png,COCO_train2014_000000010881.bmp
COCO_train2014_000000011075.jpg,COCO_train2014_000000011075.png,COCO_train2014_000000011075.bmp
COCO_train2014_000000011147.jpg,COCO_train2014_000000011147.png,COCO_train2014_000000011147.bmp
COCO_train2014_000000011265.jpg,COCO_train2014_000000011265.png,COCO_train2014_000000011265.bmp
COCO_train2014_000000011271.jpg,COCO_train2014_000000011271.png,COCO_train2014_000000011271.bmp
COCO_train2014_000000011282.jpg,COCO_train2014_000000011282.png,COCO_train2014_000000011282.bmp
COCO_train2014_000000011326.jpg,COCO_train2014_000000011326.png,COCO_train2014_000000011326.bmp
COCO_train2014_000000011373.jpg,COCO_train2014_000000011373.png,COCO_train2014_000000011373.bmp
COCO_train2014_000000011403.jpg,COCO_train2014_000000011403.png,COCO_train2014_000000011403.bmp
COCO_train2014_000000011426.jpg,COCO_train2014_000000011426.png,COCO_train2014_000000011426.bmp
COCO_train2014_000000011485.jpg,COCO_train2014_000000011485.png,COCO_train2014_000000011485.bmp
COCO_train2014_000000011487.jpg,COCO_train2014_000000011487.png,COCO_train2014_000000011487.bmp
COCO_train2014_000000011569.jpg,COCO_train2014_000000011569.png,COCO_train2014_000000011569.bmp
COCO_train2014_000000011576.jpg,COCO_train2014_000000011576.png,COCO_train2014_000000011576.bmp
COCO_train2014_000000011635.jpg,COCO_train2014_000000011635.png,COCO_train2014_000000011635.bmp
COCO_train2014_000000011638.jpg,COCO_train2014_000000011638.png,COCO_train2014_000000011638.bmp
COCO_train2014_000000011720.jpg,COCO_train2014_000000011720.png,COCO_train2014_000000011720.bmp
COCO_train2014_000000011754.jpg,COCO_train2014_000000011754.png,COCO_train2014_000000011754.bmp
COCO_train2014_000000011774.jpg,COCO_train2014_000000011774.png,COCO_train2014_000000011774.bmp
COCO_train2014_000000011826.jpg,COCO_train2014_000000011826.png,COCO_train2014_000000011826.bmp
COCO_train2014_000000011849.jpg,COCO_train2014_000000011849.png,COCO_train2014_000000011849.bmp
COCO_train2014_000000012044.jpg,COCO_train2014_000000012044.png,COCO_train2014_000000012044.bmp
COCO_train2014_000000012109.jpg,COCO_train2014_000000012109.png,COCO_train2014_000000012109.bmp
COCO_train2014_000000012145.jpg,COCO_train2014_000000012145.png,COCO_train2014_000000012145.bmp
COCO_train2014_000000012156.jpg,COCO_train2014_000000012156.png,COCO_train2014_000000012156.bmp
COCO_train2014_000000012240.jpg,COCO_train2014_000000012240.png,COCO_train2014_000000012240.bmp
COCO_train2014_000000012307.jpg,COCO_train2014_000000012307.png,COCO_train2014_000000012307.bmp
COCO_train2014_000000012408.jpg,COCO_train2014_000000012408.png,COCO_train2014_000000012408.bmp
COCO_train2014_000000012428.jpg,COCO_train2014_000000012428.png,COCO_train2014_000000012428.bmp
COCO_train2014_000000012556.jpg,COCO_train2014_000000012556.png,COCO_train2014_000000012556.bmp
COCO_train2014_000000012612.jpg,COCO_train2014_000000012612.png,COCO_train2014_000000012612.bmp
COCO_train2014_000000012650.jpg,COCO_train2014_000000012650.png,COCO_train2014_000000012650.bmp
COCO_train2014_000000012698.jpg,COCO_train2014_000000012698.png,COCO_train2014_000000012698.bmp
COCO_train2014_000000012711.jpg,COCO_train2014_000000012711.png,COCO_train2014_000000012711.bmp
COCO_train2014_000000012726.jpg,COCO_train2014_000000012726.png,COCO_train2014_000000012726.bmp
COCO_train2014_000000012784.jpg,COCO_train2014_000000012784.png,COCO_train2014_000000012784.bmp
COCO_train2014_000000012803.jpg,COCO_train2014_000000012803.png,COCO_train2014_000000012803.bmp
COCO_train2014_000000012805.jpg,COCO_train2014_000000012805.png,COCO_train2014_000000012805.bmp
COCO_train2014_000000012825.jpg,COCO_train2014_000000012825.png,COCO_train2014_000000012825.bmp
COCO_train2014_000000012838.jpg,COCO_train2014_000000012838.png,COCO_train2014_000000012838.bmp
COCO_train2014_000000012839.jpg,COCO_train2014_000000012839.png,COCO_train2014_000000012839.bmp
COCO_train2014_000000012891.jpg,COCO_train2014_000000012891.png,COCO_train2014_000000012891.bmp
COCO_train2014_000000012892.jpg,COCO_train2014_000000012892.png,COCO_train2014_000000012892.bmp
COCO_train2014_000000012930.jpg,COCO_train2014_000000012930.png,COCO_train2014_000000012930.bmp
COCO_train2014_000000013045.jpg,COCO_train2014_000000013045.png,COCO_train2014_000000013045.bmp
COCO_train2014_000000013121.jpg,COCO_train2014_000000013121.png,COCO_train2014_000000013121.bmp
COCO_train2014_000000013129.jpg,COCO_train2014_000000013129.png,COCO_train2014_000000013129.bmp
COCO_train2014_000000013140.jpg,COCO_train2014_000000013140.png,COCO_train2014_000000013140.bmp
COCO_train2014_000000013143.jpg,COCO_train2014_000000013143.png,COCO_train2014_000000013143.bmp
COCO_train2014_000000013230.jpg,COCO_train2014_000000013230.png,COCO_train2014_000000013230.bmp
COCO_train2014_000000013325.jpg,COCO_train2014_000000013325.png,COCO_train2014_000000013325.bmp
COCO_train2014_000000013452.jpg,COCO_train2014_000000013452.png,COCO_train2014_000000013452.bmp
COCO_train2014_000000013517.jpg,COCO_train2014_000000013517.png,COCO_train2014_000000013517.bmp
COCO_train2014_000000013576.jpg,COCO_train2014_000000013576.png,COCO_train2014_000000013576.bmp
COCO_train2014_000000013603.jpg,COCO_train2014_000000013603.png,COCO_train2014_000000013603.bmp
COCO_train2014_000000013636.jpg,COCO_train2014_000000013636.png,COCO_train2014_000000013636.bmp
COCO_train2014_000000013719.jpg,COCO_train2014_000000013719.png,COCO_train2014_000000013719.bmp
COCO_train2014_000000013720.jpg,COCO_train2014_000000013720.png,COCO_train2014_000000013720.bmp
COCO_train2014_000000013800.jpg,COCO_train2014_000000013800.png,COCO_train2014_000000013800.bmp
COCO_train2014_000000013934.jpg,COCO_train2014_000000013934.png,COCO_train2014_000000013934.bmp
COCO_train2014_000000014014.jpg,COCO_train2014_000000014014.png,COCO_train2014_000000014014.bmp
COCO_train2014_000000014044.jpg,COCO_train2014_000000014044.png,COCO_train2014_000000014044.bmp
COCO_train2014_000000014049.jpg,COCO_train2014_000000014049.png,COCO_train2014_000000014049.bmp
COCO_train2014_000000014238.jpg,COCO_train2014_000000014238.png,COCO_train2014_000000014238.bmp
COCO_train2014_000000014244.jpg,COCO_train2014_000000014244.png,COCO_train2014_000000014244.bmp
COCO_train2014_000000014253.jpg,COCO_train2014_000000014253.png,COCO_train2014_000000014253.bmp
COCO_train2014_000000014269.jpg,COCO_train2014_000000014269.png,COCO_train2014_000000014269.bmp
COCO_train2014_000000014375.jpg,COCO_train2014_000000014375.png,COCO_train2014_000000014375.bmp
COCO_train2014_000000014468.jpg,COCO_train2014_000000014468.png,COCO_train2014_000000014468.bmp
COCO_train2014_000000014502.jpg,COCO_train2014_000000014502.png,COCO_train2014_000000014502.bmp
COCO_train2014_000000014683.jpg,COCO_train2014_000000014683.png,COCO_train2014_000000014683.bmp
COCO_train2014_000000014757.jpg,COCO_train2014_000000014757.png,COCO_train2014_000000014757.bmp
COCO_train2014_000000014764.jpg,COCO_train2014_000000014764.png,COCO_train2014_000000014764.bmp
COCO_train2014_000000014873.jpg,COCO_train2014_000000014873.png,COCO_train2014_000000014873.bmp
COCO_train2014_000000014886.jpg,COCO_train2014_000000014886.png,COCO_train2014_000000014886.bmp
COCO_train2014_000000014938.jpg,COCO_train2014_000000014938.png,COCO_train2014_000000014938.bmp
COCO_train2014_000000014966.jpg,COCO_train2014_000000014966.png,COCO_train2014_000000014966.bmp
COCO_train2014_000000014986.jpg,COCO_train2014_000000014986.png,COCO_train2014_000000014986.bmp
COCO_train2014_000000015096.jpg,COCO_train2014_000000015096.png,COCO_train2014_000000015096.bmp
COCO_train2014_000000015110.jpg,COCO_train2014_000000015110.png,COCO_train2014_000000015110.bmp
COCO_train2014_000000015165.jpg,COCO_train2014_000000015165.png,COCO_train2014_000000015165.bmp
COCO_train2014_000000015197.jpg,COCO_train2014_000000015197.png,COCO_train2014_000000015197.bmp
COCO_train2014_000000015354.jpg,COCO_train2014_000000015354.png,COCO_train2014_000000015354.bmp
COCO_train2014_000000015394.jpg,COCO_train2014_000000015394.png,COCO_train2014_000000015394.bmp
COCO_train2014_000000015427.jpg,COCO_train2014_000000015427.png,COCO_train2014_000000015427.bmp
COCO_train2014_000000015472.jpg,COCO_train2014_000000015472.png,COCO_train2014_000000015472.bmp
COCO_train2014_000000015485.jpg,COCO_train2014_000000015485.png,COCO_train2014_000000015485.bmp
COCO_train2014_000000015564.jpg,COCO_train2014_000000015564.png,COCO_train2014_000000015564.bmp
